time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2000-09-10T03:16:15.990Z,13.69,120.174,65.6,5.5,mwc,145,,,1.03,us,usp0009zzf,2022-04-29T18:52:14.418Z,"8 km WSW of Looc, Philippines",earthquake,,4.6,,,reviewed,us,hrv
2000-08-31T11:58:19.620Z,15.615,119.119,43.5,5.1,mb,85,,,0.97,us,usp0009zfg,2014-11-07T01:10:56.750Z,"79 km WSW of Ilioilio, Philippines",earthquake,,6.8,,33,reviewed,us,us
2000-08-01T07:10:50.220Z,15.056,122.351,59.5,5.4,mwc,95,,,1.02,us,usp0009xjf,2022-04-29T18:47:22.821Z,"34 km ENE of Karligan, Philippines",earthquake,,4.7,,,reviewed,us,hrv
2000-07-18T22:59:16.520Z,17.905,120.782,33,5.7,mwc,209,,,0.91,us,usp0009wra,2022-04-29T18:45:30.312Z,"15 km ESE of Espiritu, Philippines",earthquake,,,,,reviewed,us,hrv
2000-07-17T03:30:53.270Z,15.299,119.796,68.3,5.1,mb,55,,,1.05,us,usp0009wn7,2014-11-07T01:10:37.075Z,"Luzon, Philippines",earthquake,,7.2,,10,reviewed,us,us
2000-06-19T09:34:57.040Z,14.011,120.532,115,5.6,mwc,178,,,1.06,us,usp0009uum,2022-04-29T18:42:15.270Z,"10 km WSW of San Diego, Philippines",earthquake,,,,,reviewed,us,hrv
2000-06-19T01:59:34.250Z,16.967,120.408,33,5.7,mwc,211,,,1.13,us,usp0009uua,2022-04-29T18:42:09.858Z,"4 km WNW of Santa Maria, Philippines",earthquake,,,,,reviewed,us,hrv
2000-06-14T01:44:28.750Z,17.315,120.2,63,5.7,mwc,202,,,1.02,us,usp0009uhv,2022-04-29T19:39:53.118Z,"24 km W of Tamorong, Philippines",earthquake,,,,,reviewed,us,hrv
2000-05-19T17:41:18.060Z,13.814,120.533,91.8,5.1,mwc,,,,1.15,us,usp0009t6d,2016-11-09T22:33:20.099Z,"10 km W of Calatagan, Philippines",earthquake,,,,,reviewed,us,hrv
2000-03-03T19:51:03.990Z,13.343,120.981,76,5,mwc,,,,1.09,us,usp0009p7t,2016-11-09T21:59:55.303Z,"10 km SW of Lumangbayan, Philippines",earthquake,,,,,reviewed,us,hrv
2000-02-03T13:42:25.040Z,13.572,121.546,33,5.5,mwc,,,,0.96,us,usp0009n0b,2022-04-29T18:30:57.518Z,"19 km SE of Laiya, Philippines",earthquake,,,,,reviewed,us,hrv
2000-01-06T21:31:06.220Z,16.095,119.484,33,6.2,mwc,,,,1.51,us,usp0009kub,2022-04-29T18:28:16.188Z,"Luzon, Philippines",earthquake,,,,,reviewed,us,hrv
1999-12-25T22:41:37.470Z,17.709,120.189,46.6,5.4,mwc,,,,0.74,us,usp0009ka2,2022-04-29T18:22:07.169Z,"18 km W of Puro Pinget, Philippines",earthquake,,4.2,,,reviewed,us,hrv
1999-12-24T22:53:55.820Z,16.568,119.016,33,5.1,mb,,,,1.05,us,usp0009k8e,2014-11-07T01:09:11.179Z,"89 km WNW of Catuday, Philippines",earthquake,,,,26,reviewed,us,us
1999-12-22T21:42:20.540Z,16.531,119.141,33,5.1,mb,,,,0.94,us,usp0009k5v,2014-11-07T01:09:10.868Z,"75 km WNW of Catuday, Philippines",earthquake,,,,23,reviewed,us,us
1999-12-12T17:27:05.450Z,15.733,119.847,33,5,mb,,,,1,us,usp0009jsx,2014-11-07T01:09:09.143Z,"3 km WSW of Bolitoc, Philippines",earthquake,,,,31,reviewed,us,us
1999-12-12T01:11:24.750Z,16.034,119.8,33,5.1,mb,,,,1.04,us,usp0009jrv,2014-11-07T01:09:09.017Z,"8 km NNE of Ilioilio, Philippines",earthquake,,,,41,reviewed,us,us
1999-12-11T18:03:36.450Z,15.766,119.74,33,7.3,mwc,,,,1,us,usp0009jr8,2022-04-29T18:20:49.752Z,"14 km WNW of Bolitoc, Philippines",earthquake,,,,,reviewed,us,hrv
1999-05-27T06:18:20.450Z,15.287,119.963,33,5.2,mwc,,,,0.88,us,usp00098up,2022-04-29T18:26:18.548Z,"4 km SSW of Iba, Philippines",earthquake,,,,,reviewed,us,hrv
1999-05-09T20:35:08.450Z,13.64,120.764,128.5,5,mb,,,,0.97,us,usp00097pn,2014-11-07T01:07:39.205Z,"11 km WSW of Tingloy, Philippines",earthquake,,,,34,reviewed,us,us
1998-11-23T04:58:54.680Z,12.966,120.251,33,5.3,mwc,,,,0.99,us,usp0008ymr,2022-04-29T17:56:14.352Z,"45 km SW of Tayaman, Philippines",earthquake,,,,,reviewed,us,hrv
1998-09-06T00:32:57.770Z,14.195,117.394,33,5.3,mwc,,,,0.96,us,usp0008ugd,2016-11-09T23:25:30.307Z,"288 km W of Cabra, Philippines",earthquake,,,,,reviewed,us,hrv
1998-08-31T19:16:20.890Z,14.944,120.196,67.7,5.4,mwc,,,,1.03,us,usp0008u6a,2022-04-29T17:39:22.670Z,"1 km N of Castillejos, Philippines",earthquake,,5.8,,,reviewed,us,hrv
1998-08-23T05:36:12.920Z,14.697,120.046,70.1,6.1,mwb,,,,0.9,us,usp0008tqv,2022-04-29T17:38:45.333Z,"22 km W of Sabang, Philippines",earthquake,,,,,reviewed,us,us
1998-08-22T22:58:28.490Z,15.577,119.4,33,5.4,mwc,,,,1.15,us,usp0008tqc,2022-04-29T17:38:39.364Z,"54 km WSW of Bolitoc, Philippines",earthquake,,,,,reviewed,us,hrv
1998-08-01T21:21:34.260Z,12.403,123.834,33,5.3,mwc,,,,1.29,us,usp0008skz,2022-04-29T17:36:27.692Z,"7 km E of Batuan, Philippines",earthquake,,,,,reviewed,us,hrv
1998-05-07T13:53:51.010Z,12.239,123.435,33,5.1,mwc,,,,1.44,us,usp0008mmk,2022-04-29T17:26:09.163Z,"3 km N of Potot, Philippines",earthquake,,,,,reviewed,us,hrv
1997-12-22T16:49:52.960Z,14.901,119.921,33,5.6,mwc,,,,0.88,us,usp0008d1n,2022-04-29T17:14:05.918Z,"Luzon, Philippines",earthquake,,,,,reviewed,us,hrv
1997-09-07T14:32:02.240Z,13.765,120.726,104.3,5,mwc,,,,0.73,us,usp000878f,2016-11-09T23:25:56.512Z,"9 km SSE of Hukay, Philippines",earthquake,,,,,reviewed,us,hrv
1997-07-22T22:53:36.200Z,15.027,122.552,33,5.1,mb,,,,0.91,us,usp0008576,2014-11-07T01:03:10.120Z,"39 km NNE of Casuguran, Philippines",earthquake,,,,18,reviewed,us,us
1997-05-05T05:44:17.380Z,14.906,119.889,33,5.5,mwc,,,,0.99,us,usp00081st,2022-04-29T16:52:44.053Z,"20 km WSW of San Nicolas, Philippines",earthquake,,,,,reviewed,us,hrv
1997-03-18T13:02:14.180Z,17.821,120.205,33,5.1,mwc,,,,0.87,us,usp0007z0v,2022-04-29T16:46:23.983Z,"22 km NW of Puro Pinget, Philippines",earthquake,,,,,reviewed,us,hrv
1997-03-12T14:51:49.230Z,13.445,120.991,33,5.4,mwc,,,,1.12,us,usp0007yqc,2022-04-29T16:46:00.222Z,"2 km WNW of San Teodoro, Philippines",earthquake,,,,,reviewed,us,hrv
1996-12-05T10:38:53.000Z,16.255,120.515,33,5.2,mwc,,,,1.01,us,usp0007tzr,2022-04-29T16:35:27.976Z,"3 km NE of Subusub, Philippines",earthquake,,,,,reviewed,us,hrv
1996-11-20T17:58:04.620Z,16.348,120.527,33,5.9,mwc,,,,1.1,us,usp0007t9s,2022-04-29T20:40:15.549Z,"3 km ENE of Taloy, Philippines",earthquake,,,,,reviewed,us,hrv
1996-10-09T20:44:00.590Z,14.496,120.066,61.3,5,mb,,,,0.85,us,usp0007r67,2014-11-07T01:01:20.966Z,"29 km SW of Morong, Philippines",earthquake,,,,25,reviewed,us,us
1996-09-25T11:36:31.910Z,13.769,120.878,100,5,mb,,,,1.02,us,usp0007qf1,2014-11-07T01:01:13.179Z,"3 km NW of Solo, Philippines",earthquake,,,,16,reviewed,us,us
1996-09-05T22:44:43.780Z,13,121.017,33,5,mb,,,,0.98,us,usp0007pft,2014-11-07T01:01:07.292Z,"27 km E of Barahan, Philippines",earthquake,,,,11,reviewed,us,us
1996-08-09T08:08:06.430Z,13.647,120.861,129.6,5.4,mwc,,,,0.9,us,usp0007na3,2016-11-09T23:12:05.864Z,"1 km SW of Tingloy, Philippines",earthquake,,,,,reviewed,us,hrv
1996-07-30T17:38:30.710Z,14.509,119.954,33,6.1,mwb,,,,1,us,usp0007mvm,2022-04-29T20:27:05.881Z,"38 km WSW of Sabang, Philippines",earthquake,,,,,reviewed,us,us
1996-07-20T09:14:04.170Z,13.856,120.671,110.1,5.9,mwc,,,,1,us,usp0007mae,2022-04-29T20:25:51.512Z,"3 km WNW of Hukay, Philippines",earthquake,,,,,reviewed,us,hrv
1996-05-02T06:30:24.890Z,16.13,120.6,33,5.5,mwc,,,,1,us,usp0007gv8,2022-04-29T20:18:50.895Z,"4 km SE of Labayug, Philippines",earthquake,,,,,reviewed,us,hrv
1996-04-22T02:23:47.750Z,17.203,121.128,33,5.2,mwc,,,,1.1,us,usp0007gf5,2016-11-09T22:21:39.001Z,"17 km SSW of Lubuagan, Philippines",earthquake,,,,,reviewed,us,hrv
1996-02-18T09:57:17.000Z,13.906,120.754,242.4,5.6,mw,,,,1,us,usp0007dav,2022-04-29T20:10:10.096Z,"4 km SE of Balayan, Philippines",earthquake,,,,,reviewed,us,hrv
1995-07-28T07:28:24.890Z,14.735,122.095,20.8,5.2,mw,,,,1,us,usp000712f,2022-04-29T20:16:23.641Z,"10 km WSW of Patnanungan, Philippines",earthquake,,,,,reviewed,us,hrv
1995-03-15T02:31:31.920Z,15.057,118.652,26.7,5.4,mw,,,,1.1,us,usp0006u6z,2016-11-09T22:05:21.208Z,"140 km WSW of Palauig, Philippines",earthquake,,,,,reviewed,us,hrv
1995-02-17T17:25:16.290Z,13.577,120.834,150.7,5,mb,,,,1.1,us,usp0006t47,2014-11-07T00:57:20.670Z,"10 km SSW of Tingloy, Philippines",earthquake,,,,30,reviewed,us,us
1995-02-10T22:34:32.070Z,15.658,119.624,53.6,5.2,mw,,,,1,us,usp0006sqq,2022-04-29T17:39:31.040Z,"28 km WSW of Bolitoc, Philippines",earthquake,,8,,,reviewed,us,hrv
1994-12-28T17:29:14.530Z,13.791,120.698,155.7,5.4,mb,,,,1,us,usp0006qhy,2022-04-28T17:19:15.756Z,"6 km S of Hukay, Philippines",earthquake,,3,,62,reviewed,us,us
1994-12-21T23:35:34.340Z,13.142,121.159,33,5.1,mb,,,,0.6,us,usp0006qa3,2014-11-07T00:56:59.060Z,"10 km SSE of Aurora, Philippines",earthquake,,,,14,reviewed,us,us
1994-12-20T08:13:30.430Z,12.865,121.332,33,5.3,mw,,,,1,us,usp0006q7z,2022-04-28T17:18:31.602Z,"10 km SSW of Malamig, Philippines",earthquake,,,,,reviewed,us,hrv
1994-12-13T17:05:08.950Z,12.999,121.374,33,5,mb,,,,0.9,us,usp0006q0n,2014-11-07T00:56:57.719Z,"4 km WSW of Pambisan, Philippines",earthquake,,,,9,reviewed,us,us
1994-11-25T13:18:40.720Z,15.033,123.785,22.4,5.1,mb,,,,0.8,us,usp0006p7k,2014-11-07T00:56:50.569Z,"116 km NNW of Pandan, Philippines",earthquake,,,,29,reviewed,us,us
1994-11-24T10:38:49.270Z,12.95,121.373,61.8,5.1,mw,,,,0.9,us,usp0006p5h,2016-11-10T00:02:46.734Z,"0 km E of Malamig, Philippines",earthquake,,8.6,,,reviewed,us,hrv
1994-11-18T01:13:00.250Z,13.057,121.09,19.9,5.4,mw,,,,1,us,usp0006nuu,2022-04-28T17:20:52.113Z,"19 km S of Aurora, Philippines",earthquake,,,,,reviewed,us,hrv
1994-11-15T06:25:09.200Z,13.136,121.184,21.3,5.5,mw,,,,1.2,us,usp0006nnr,2022-04-28T17:20:36.948Z,"11 km WSW of Victoria, Philippines",earthquake,,,,,reviewed,us,hrv
1994-11-14T19:15:30.660Z,13.525,121.067,31.5,7.1,mw,,,,1.1,us,usp0006nn2,2022-04-28T17:20:35.454Z,"10 km E of Sabang, Philippines",earthquake,,,,,reviewed,us,hrv
1994-10-12T15:04:53.140Z,13.713,124.492,20.4,5,mb,,,,1.3,us,usp0006m0v,2014-11-07T00:56:30.731Z,"13 km SE of Gigmoto, Philippines",earthquake,,,,29,reviewed,us,us
1994-10-12T06:43:39.730Z,13.773,124.529,15.7,6.4,mwb,,,,1.2,us,usp0006m04,2022-04-28T17:29:52.475Z,"15 km E of Gigmoto, Philippines",earthquake,,,,,reviewed,us,us
1994-10-12T06:34:22.510Z,13.807,124.502,27.7,5,mb,,,,1,us,usp0006m03,2014-11-07T00:56:30.611Z,"12 km ENE of Gigmoto, Philippines",earthquake,,,,36,reviewed,us,us
1994-10-12T06:08:10.420Z,13.695,124.548,20.7,5.4,mb,,,,1,us,usp0006m00,2022-04-28T17:29:51.347Z,"19 km ESE of Gigmoto, Philippines",earthquake,,,,36,reviewed,us,us
1994-10-12T06:02:49.900Z,13.765,124.538,27,5.9,mw,,,,1.1,us,usp0006kzz,2022-04-28T17:29:50.160Z,"16 km E of Gigmoto, Philippines",earthquake,,,,,reviewed,us,hrv
1994-06-09T16:22:22.090Z,13.259,124.281,75.9,6.2,mw,,,,1.1,us,usp0006e0f,2022-04-28T17:39:02.143Z,"18 km ENE of Rapu-Rapu, Philippines",earthquake,,,,,reviewed,us,hrv
1994-05-19T21:19:41.080Z,14.018,120.618,105.2,5,mb,,,,1,us,usp0006ctr,2014-11-07T00:55:29.660Z,"2 km SSW of San Diego, Philippines",earthquake,,,,29,reviewed,us,us
1994-05-10T18:19:12.700Z,13.433,120.603,70.1,5.7,mb,,,,0.9,us,usp0006ccd,2020-09-15T17:08:55.415Z,"12 km NNW of Cabacao, Philippines",earthquake,,7.2,,11,reviewed,us,us
1994-04-27T14:11:45.150Z,13.074,119.545,9.7,6,mw,,,,1.1,us,usp0006br0,2022-04-28T17:46:50.742Z,"99 km NNW of Buluang, Philippines",earthquake,,,,,reviewed,us,hrv
1994-02-20T21:48:12.530Z,13.691,120.787,206.5,5.9,mw,,,,0.9,us,usp00068t7,2022-04-28T17:50:59.798Z,"9 km WNW of Tingloy, Philippines",earthquake,,,,,reviewed,us,hrv
1993-12-12T05:15:24.520Z,13.693,123.035,21.9,5.6,mw,,,,1.3,us,usp0006511,2022-04-28T17:53:54.329Z,"3 km SSW of Mambulo, Philippines",earthquake,,,,,reviewed,us,hrv
1993-10-30T08:30:33.970Z,15.437,121.785,38.6,5.5,mw,,,,0.9,us,usp00062x6,2022-04-28T17:58:54.700Z,"42 km E of Dingalan, Philippines",earthquake,,,,,reviewed,us,hrv
1993-10-26T07:17:04.780Z,13.801,120.715,125.6,5.1,mb,,,,0.9,us,usp00062qd,2014-11-07T00:54:15.458Z,"5 km SSE of Hukay, Philippines",earthquake,,,,47,reviewed,us,us
1993-08-19T06:48:26.980Z,13.321,124.157,71.3,5.3,mw,,,,1,us,usp0005ytu,2016-11-09T23:16:59.438Z,"15 km NNE of Rapu-Rapu, Philippines",earthquake,,,,,reviewed,us,hrv
1993-07-29T02:43:03.880Z,13.694,119.951,62.8,5,mb,,,,1,us,usp0005xk3,2014-11-07T00:53:34.464Z,"22 km SW of Tagbak, Philippines",earthquake,,11.6,,4,reviewed,us,us
1993-07-07T20:53:24.950Z,13.693,123.674,40.4,5.7,ms,,,,1.1,us,usp0005vsa,2020-09-15T16:29:04.516Z,"2 km SSE of Maagnas, Philippines",earthquake,,7.5,,1,reviewed,us,us
1993-04-09T11:35:38.160Z,14.937,120.51,33.7,5.6,mw,,,,1.2,us,usp0005qx4,2022-04-28T18:15:48.467Z,"2 km ENE of Gutad, Philippines",earthquake,,5.3,,,reviewed,us,hrv
1993-04-04T23:05:17.790Z,13.383,120.551,61.9,5.1,mw,,,,0.9,us,usp0005qnu,2022-04-28T18:15:07.687Z,"10 km ESE of Paluan, Philippines",earthquake,,4.5,,,reviewed,us,hrv
1993-03-29T03:50:53.130Z,13.387,120.484,58.1,5.9,mw,,,,1.1,us,usp0005qak,2022-04-28T18:19:38.708Z,"Mindoro, Philippines",earthquake,,4,,,reviewed,us,hrv
1993-02-03T16:51:46.300Z,13.619,123.072,17.9,5.6,mw,,,,1.2,us,usp0005mjw,2022-04-28T18:19:51.873Z,"3 km NNW of Pamplona, Philippines",earthquake,,,,,reviewed,us,hrv
1993-01-08T19:26:38.880Z,18.135,121.023,25.3,5.4,mb,,,,1,us,usp0005kg3,2022-04-28T18:21:55.704Z,"21 km NW of Kabugao, Philippines",earthquake,,4.5,,80,reviewed,us,us
1992-08-19T06:04:57.280Z,13.924,124.451,25.3,5,ms,,,,1.3,us,usp0005cqk,2022-04-28T18:39:40.746Z,"16 km ENE of Viga, Philippines",earthquake,,,,9,reviewed,us,us
1992-03-19T06:34:25.860Z,17.155,120.827,15.4,6.3,mwb,,,,1.2,us,usp00054g6,2022-04-28T18:52:46.979Z,"7 km NNW of Besao, Philippines",earthquake,,,,,reviewed,us,us
1992-01-15T05:00:32.880Z,13.939,120.667,146.9,5.2,mw,,,,1,us,usp00051tj,2016-11-09T21:40:40.216Z,"0 km SE of Bungahan, Philippines",earthquake,,,,,reviewed,us,hrv
1992-01-13T11:40:09.900Z,17.958,121.635,22.5,5,mb,,,,1.1,us,usp00051rg,2014-11-07T00:49:54.692Z,"5 km N of Tupang, Philippines",earthquake,,,,30,reviewed,us,us
1992-01-10T00:38:08.270Z,13.642,120.817,143.8,5.1,mw,,,,1,us,usp00051kz,2016-11-09T21:38:30.148Z,"6 km WSW of Tingloy, Philippines",earthquake,,5.8,,,reviewed,us,hrv
1991-10-25T13:48:21.590Z,13.399,120.437,22.7,5.2,mb,,,,1,us,usp0004ybr,2022-04-28T19:02:45.435Z,"3 km SW of Paluan, Philippines",earthquake,,,,44,reviewed,us,us
1991-10-10T08:52:37.550Z,13.291,121.088,53.2,5,mb,,,,0.9,us,usp0004xme,2014-11-07T00:49:23.177Z,"3 km WSW of Dulangan, Philippines",earthquake,,,,19,reviewed,us,us
1991-09-04T22:27:21.720Z,15.204,120.404,20.9,5.5,mw,,,,1,us,usp0004w8s,2022-04-28T19:03:34.891Z,"14 km S of Santa Juliana, Philippines",earthquake,,,,,reviewed,us,hrv
1991-08-08T13:22:30.800Z,11.949,120.568,21.7,5,mb,,,,1.3,us,usp0004v40,2014-11-07T00:49:04.085Z,"39 km E of Coron, Philippines",earthquake,,,,20,reviewed,us,us
1991-07-26T06:56:51.080Z,14.916,120.646,33,5,mb,,,,1.1,us,usp0004una,2014-11-07T00:48:58.783Z,"3 km SE of Sexmoan, Philippines",earthquake,,,,29,reviewed,us,us
1991-06-16T20:40:40.570Z,15.17,120.323,10,5.2,mb,,,,1.2,us,usp0004t1r,2014-11-07T00:48:45.534Z,"20 km SSW of Santa Juliana, Philippines",earthquake,,,,20,reviewed,us,us
1991-06-16T20:37:20.310Z,15.08,120.585,10,5.5,mb,,,,1.2,us,usp0004t1p,2020-08-29T00:50:51.050Z,"2 km SE of Manibaug Pasig, Philippines",earthquake,,,,13,reviewed,us,us
1991-06-16T20:36:53.350Z,15.234,120.291,10,5,mb,,,,1,us,usp0004t1n,2022-04-28T19:10:37.525Z,"18 km SW of Santa Juliana, Philippines",earthquake,,,,27,reviewed,us,us
1991-06-16T13:26:44.090Z,15.03,120.223,12.6,5,mb,,,,1.2,us,usp0004t1a,2014-11-07T00:48:45.439Z,"2 km NNE of Santa Fe, Philippines",earthquake,,,,21,reviewed,us,us
1991-06-16T09:51:09.020Z,15.177,120.355,15,5,mb,,,,1.2,us,usp0004t15,2014-11-07T00:48:45.418Z,"18 km SSW of Santa Juliana, Philippines",earthquake,,,,26,reviewed,us,us
1991-06-16T06:58:21.910Z,15.25,120.591,12.6,5.1,mb,,,,1.1,us,usp0004t0x,2022-04-28T19:10:32.311Z,"3 km NE of Mabalacat City, Philippines",earthquake,,,,33,reviewed,us,us
1991-06-16T02:07:41.020Z,15.198,120.332,10,5.4,mw,,,,1.1,us,usp0004t0h,2022-04-28T19:10:30.988Z,"17 km SW of Santa Juliana, Philippines",earthquake,,,,,reviewed,us,hrv
1991-06-15T19:48:53.520Z,15.211,120.267,8.5,5,mb,,,,1.2,us,usp0004szt,2014-11-07T00:48:45.189Z,"21 km SW of Santa Juliana, Philippines",earthquake,,,,18,reviewed,us,us
1991-06-15T12:25:30.740Z,15.046,120.573,10,5,mb,,,,0.9,us,usp0004sz3,2014-11-07T00:48:45.116Z,"1 km E of Pulung Santol, Philippines",earthquake,,,,18,reviewed,us,us
1991-06-15T11:32:20.330Z,15.214,120.336,10,5,mb,,,,1.4,us,usp0004syu,2014-11-07T00:48:45.102Z,"16 km SW of Santa Juliana, Philippines",earthquake,,,,18,reviewed,us,us
1991-06-15T11:15:28.010Z,15.119,120.355,10,5.6,mw,,,,1,us,usp0004syr,2022-04-28T19:10:13.199Z,"17 km WNW of Babo-Pangulo, Philippines",earthquake,,,,,reviewed,us,hrv
1991-06-15T11:11:18.400Z,15.061,120.543,10,5,mb,,,,1.2,us,usp0004syq,2014-11-07T00:48:45.071Z,"1 km S of Porac, Philippines",earthquake,,,,24,reviewed,us,us
1991-06-15T10:41:14.240Z,15.316,120.522,10,5.7,mw,,,,1.1,us,usp0004syk,2022-04-28T19:10:07.805Z,"6 km WSW of Calingcuan, Philippines",earthquake,,,,,reviewed,us,hrv
1991-06-15T07:39:09.520Z,15.171,120.31,10,5.1,mb,,,,1.2,us,usp0004sy8,2014-11-07T00:48:45.019Z,"20 km NNE of Santa Fe, Philippines",earthquake,,,,39,reviewed,us,us
1991-06-11T02:34:58.530Z,16.76,120.709,116.2,5,mb,,,,1.1,us,usp0004ss9,2014-11-07T00:48:44.116Z,"2 km SW of Ampusungan, Philippines",earthquake,,,,34,reviewed,us,us
1991-06-06T18:14:05.530Z,12.207,120.609,18.4,5,mb,,,,1.1,us,usp0004sm4,2014-11-07T00:48:42.896Z,"47 km WSW of Adela, Philippines",earthquake,,,,23,reviewed,us,us
1991-04-23T02:50:22.650Z,13.087,123.239,40,5.2,mb,,,,1,us,usp0004qpz,2022-04-28T19:18:46.279Z,"7 km WNW of Cagmanaba, Philippines",earthquake,,10.6,,13,reviewed,us,us
1991-04-19T04:51:40.490Z,13.775,120.723,171.6,5.3,mw,,,,1,us,usp0004qgv,2016-11-09T22:20:23.754Z,"8 km SSE of Hukay, Philippines",earthquake,,,,,reviewed,us,hrv
1991-03-27T09:14:48.080Z,12.55,123.461,33,5.1,ms,,,,1.1,us,usp0004pm7,2014-11-07T00:48:14.382Z,"8 km ENE of Aroroy, Philippines",earthquake,,,,1,reviewed,us,us
1991-03-08T16:05:00.640Z,15.52,119.178,42,5.1,mb,,,,1,us,usp0004nu3,2014-11-07T00:48:10.714Z,"78 km W of Palauig, Philippines",earthquake,,6.9,,19,reviewed,us,us
1991-02-04T22:39:45.430Z,16.518,121.14,10,5.2,mb,,,,1.2,us,usp0004mk0,2014-11-07T00:47:57.834Z,"4 km NNW of Bayombong, Philippines",earthquake,,,,37,reviewed,us,us
1990-11-06T00:37:15.650Z,16.336,121.095,10,5,mb,,,,1.2,us,usp0004gjq,2014-11-07T00:47:24.617Z,"1 km S of Almaguer North, Philippines",earthquake,,,,19,reviewed,us,us
1990-10-22T12:21:35.180Z,13.74,121.029,33,5.1,mb,,,,1.3,us,usp0004g1r,2014-11-07T00:47:17.899Z,"2 km W of Wawa, Philippines",earthquake,,,,14,reviewed,us,us
1990-10-06T10:02:30.790Z,13.49,120.383,34.1,5.1,mb,,,,1,us,usp0004fe2,2014-11-07T00:47:14.652Z,"7 km NW of Harrison, Philippines",earthquake,,,,19,reviewed,us,us
1990-09-24T23:55:51.140Z,15.393,119.605,47.9,5,mb,,,,0.9,us,usp0004f1b,2014-11-07T00:47:08.147Z,"32 km W of Palauig, Philippines",earthquake,,12.1,,14,reviewed,us,us
1990-09-23T08:26:39.530Z,16.379,121.037,33,5.1,mb,,,,1.4,us,usp0004ezh,2014-11-07T00:47:07.902Z,"2 km ENE of Salinas, Philippines",earthquake,,,,9,reviewed,us,us
1990-09-22T20:53:57.580Z,15.469,119.327,33,5.6,mw,,,,1.4,us,usp0004eyz,2022-04-28T19:38:38.580Z,"62 km W of Palauig, Philippines",earthquake,,,,,reviewed,us,hrv
1990-09-10T08:27:31.130Z,16.43,120.069,10,5,mb,,,,1.4,us,usp0004ehs,2014-11-07T00:47:06.333Z,"12 km NE of Cabungan, Philippines",earthquake,,,,12,reviewed,us,us
1990-09-03T05:13:27.150Z,16.31,120.71,24.5,5.3,mb,,,,0.6,us,usp0004e8c,2014-11-07T00:47:04.238Z,"2 km SW of Dalupirip, Philippines",earthquake,,6.3,,6,reviewed,us,us
1990-08-19T20:46:46.290Z,17.203,120.131,24,5.3,mb,,,,1,us,usp0004dnh,2014-11-07T00:46:58.196Z,"30 km W of Darapidap, Philippines",earthquake,,,,42,reviewed,us,us
1990-08-11T21:09:39.670Z,16.352,120.414,30.4,5,mw,,,,0.9,us,usp0004d90,2022-04-28T19:40:18.164Z,"1 km S of Halog West, Philippines",earthquake,,5.1,,,reviewed,us,hrv
1990-08-08T23:27:46.430Z,16.286,120.642,19.8,5,mb,,,,1.3,us,usp0004d4h,2014-11-07T00:46:55.325Z,"9 km SSW of Itogon, Philippines",earthquake,,5.8,,34,reviewed,us,us
1990-08-06T02:30:41.110Z,16.23,120.498,39.3,5.1,mw,,,,0.9,us,usp0004d0s,2022-04-28T19:39:50.382Z,"0 km NE of Subusub, Philippines",earthquake,,,,,reviewed,us,hrv
1990-07-23T22:20:42.020Z,16.1,119.64,18,5.4,mw,,,,1,us,usp0004cey,2022-04-28T19:44:39.902Z,"15 km WSW of Aloleng, Philippines",earthquake,,,,,reviewed,us,hrv
1990-07-23T18:02:50.980Z,11.269,122.348,16.3,5.6,mw,,,,1.4,us,usp0004cep,2022-04-28T19:44:33.221Z,"7 km W of Da-an Sur, Philippines",earthquake,,,,,reviewed,us,hrv
1990-07-23T07:22:01.390Z,15.497,121.45,33,5,mb,,,,1.3,us,usp0004ce2,2014-11-07T00:46:45.668Z,"12 km ENE of Gabaldon, Philippines",earthquake,,,,11,reviewed,us,us
1990-07-23T00:48:58.900Z,16.488,120.658,19.5,5.6,mw,,,,1.1,us,usp0004cdm,2022-04-28T19:44:28.924Z,"6 km S of Loacan, Philippines",earthquake,,,,,reviewed,us,hrv
1990-07-22T11:20:09.650Z,16.532,121.045,33,5.3,mb,,,,1,us,usp0004ccv,2022-04-28T19:44:17.906Z,"10 km NW of Busilak, Philippines",earthquake,,,,54,reviewed,us,us
1990-07-22T09:53:38.080Z,15.947,120.935,45.3,5.1,mb,,,,0.9,us,usp0004ccp,2014-11-07T00:46:45.511Z,"4 km W of Digdig, Philippines",earthquake,,6.4,,26,reviewed,us,us
1990-07-22T06:03:04.640Z,16.445,121.059,12.7,5.4,mw,,,,1,us,usp0004cca,2016-11-09T23:02:40.524Z,"7 km WSW of Busilak, Philippines",earthquake,,,,,reviewed,us,hrv
1990-07-21T07:23:35.820Z,16.4,120.919,26.3,5.7,mw,,,,1.1,us,usp0004cau,2022-04-28T19:43:54.415Z,"11 km WNW of Salinas, Philippines",earthquake,,,,,reviewed,us,hrv
1990-07-20T22:49:45.700Z,16.221,121.124,33,5,mb,,,,0.9,us,usp0004ca3,2014-11-07T00:46:44.443Z,"9 km SSE of Malasin, Philippines",earthquake,,,,17,reviewed,us,us
1990-07-20T15:11:17.860Z,16.386,120.938,17,5.8,mw,,,,1.4,us,usp0004c9m,2022-04-28T19:43:53.068Z,"8 km WNW of Salinas, Philippines",earthquake,,,,,reviewed,us,hrv
